Date,Close/Last,Volume,Open,High,Low
03/28/2024,39807.37,N/A,39763.74,39868.59,39717.25
03/27/2024,39760.08,N/A,39461.98,39769.41,39461.98
03/26/2024,39282.33,N/A,39338.32,39439.44,39277.19
03/25/2024,39313.64,N/A,39410.54,39430.17,39296.03
03/22/2024,39475.90,N/A,39774.06,39824.76,39469.53
03/21/2024,39781.37,N/A,39661.03,39889.05,39589.23
03/20/2024,39512.13,N/A,39072.05,39529.13,38988.65
03/19/2024,39110.76,N/A,38819.61,39122.71,38761.28
03/18/2024,38790.43,N/A,38826.93,38898.41,38760.79
03/15/2024,38714.77,N/A,38809.65,38928.13,38618.20
03/14/2024,38905.66,N/A,39122.39,39160.25,38704.36
03/13/2024,39043.32,N/A,39054.58,39201.94,38937.92
03/12/2024,39005.49,N/A,38883.32,39071.56,38711.39
03/11/2024,38769.66,N/A,38667.21,38794.76,38483.25
03/08/2024,38722.69,N/A,38776.80,38971.15,38705.03
03/07/2024,38791.35,N/A,38784.30,38910.35,38730.13
03/06/2024,38661.05,N/A,38721.15,38858.13,38570.80
03/05/2024,38585.19,N/A,38906.98,38906.98,38457.83
03/04/2024,38989.83,N/A,38968.77,39087.86,38913.30
03/01/2024,39087.38,N/A,38989.51,39120.36,38850.50
02/29/2024,38996.39,N/A,39013.75,39074.13,38809.28
02/28/2024,38949.02,N/A,38938.08,38956.46,38741.68
02/27/2024,38972.41,N/A,39087.90,39087.90,38881.90
02/26/2024,39069.23,N/A,39144.79,39245.89,39025.80
02/23/2024,39131.53,N/A,39127.97,39282.28,39094.36
02/22/2024,39069.11,N/A,38845.19,39149.61,38802.07
02/21/2024,38612.24,N/A,38483.66,38618.03,38338.58
02/20/2024,38563.80,N/A,38576.26,38663.09,38460.20
02/16/2024,38627.99,N/A,38751.71,38825.03,38583.24
02/15/2024,38773.12,N/A,38397.94,38781.89,38397.94
02/14/2024,38424.27,N/A,38372.67,38442.56,38194.62
02/13/2024,38272.75,N/A,38699.17,38699.17,38039.86
02/12/2024,38797.38,N/A,38656.76,38927.08,38628.92
02/09/2024,38671.69,N/A,38731.97,38734.28,38567.90
02/08/2024,38726.33,N/A,38702.11,38755.68,38544.36
02/07/2024,38677.36,N/A,38613.89,38748.11,38571.01
02/06/2024,38521.36,N/A,38392.90,38545.28,38350.46
02/05/2024,38380.12,N/A,38546.77,38633.88,38220.40
02/02/2024,38654.42,N/A,38448.10,38783.62,38336.57
02/01/2024,38519.84,N/A,38175.34,38522.50,38106.84
01/31/2024,38150.30,N/A,38426.78,38588.86,38139.66
01/30/2024,38467.31,N/A,38298.23,38497.39,38257.80
01/29/2024,38333.45,N/A,38115.83,38343.93,38061.17
01/26/2024,38109.43,N/A,38006.68,38215.31,37997.77
01/25/2024,38049.13,N/A,37862.57,38057.53,37796.47
01/24/2024,37806.39,N/A,37975.37,38064.22,37795.71
01/23/2024,37905.45,N/A,37959.79,37980.73,37804.99
